9_0 Buchnera_aphidicola
1685766_1 Lake_Sarah-associated_circular_virus-38
1685767_1 Lake_Sarah-associated_circular_virus-39
1685768_1 Lake_Sarah-associated_circular_virus-4
1685769_1 Lake_Sarah-associated_circular_virus-40
1685770_1 Lake_Sarah-associated_circular_virus-41
1685771_1 Lake_Sarah-associated_circular_virus-42
1685772_1 Lake_Sarah-associated_circular_virus-43
1685773_1 Lake_Sarah-associated_circular_virus-44
1685774_1 Lake_Sarah-associated_circular_virus-45
1685775_1 Lake_Sarah-associated_circular_virus-46
1685776_1 Lake_Sarah-associated_circular_virus-47
1685777_1 Lake_Sarah-associated_circular_virus-48
1685778_1 Lake_Sarah-associated_circular_virus-49
1685779_1 Lake_Sarah-associated_circular_virus-5
1685780_1 Lake_Sarah-associated_circular_virus-50
1685781_1 Lake_Sarah-associated_circular_virus-51
1685783_1 Lake_Sarah-associated_circular_virus-6
1685784_1 Lake_Sarah-associated_circular_virus-7
1685785_1 Lake_Sarah-associated_circular_virus-8
1685786_1 Lake_Sarah-associated_circular_virus-9
1685953_1 Macrosiphum_euphorbiae_virus_1
1686289_0 Clostridiales_bacterium_mt11
1688405_0 Achromobacter_sp._DMS1
1688637_1 Lettuce_Italian_necrotic_virus
1689269_0 Gorillibacterium_timonense
1689272_0 Vitreoscilla_massiliensis
1689303_0 Lagierella_massiliensis
1689679_1 Ralstonia_phage_RSF1
1689785_1 Porcine_pestivirus_1
1690037_0 Pseudoalteromonas_sp._'520P1_No._423'
1690425_1 Streptomyces_phage_Caliburn
1690456_1 Bacillus_phage_TsarBomba
1690666_1 Bombyx_mori_iflavirus
1690672_1 White_sucker_hepatitis_B_virus
1690684_1 Mycobacterium_phage_Phlei
1690805_1 Propionibacterium_phage_PAC1
1690815_0 Pseudonocardia_sp._HH130630-07
1690817_1 Streptomyces_phage_SF1
1690818_1 Streptomyces_phage_SF3
1691889_1 Spanish_goat_encephalitis_virus
1691891_0 Nonomuraea_sp._NBRC_110462
1691954_1 Brevibacillus_phage_Jenst
1691955_1 Brevibacillus_phage_Osiris
1691958_1 Brevibacillus_phage_Sundance
1691979_0 Chitinophagaceae_bacterium_PMP191F
1691980_0 Rhodocyclaceae_bacterium_Paddy-1
1692045_1 Tobacco_virus_1
1692107_1 Fengkai_orbivirus
1692238_0 Enterobacter_sp._FY-07
1692239_0 Microbacterium_sp._GCS4
1692242_1 Aiptasia_sp._sea_anemone_associated_circular_virus
1692243_1 Artemia_melana_sponge_associated_circular_genome
1692244_1 Calanoida_sp._copepod_associated_circular_virus
1692245_1 Callinectes_ornatus_blue_crab_associated_circular_virus
1692246_1 Callinectes_sapidus_associated_circular_virus
1692247_1 Didemnum_sp._Sea_Squirt_associated_virus
1692248_1 Farfantepenaeus_duorarum_pink_shrimp_associated_circular_virus
1692249_1 Fiddler_Crab_associated_circular_virus
1692250_1 Gammarus_sp._amphipod_associated_circular_virus
1692251_1 Hermit_crab_associated_circular_genome
1692252_1 Hermit_crab_associated_circular_virus
1692253_1 Littorina_sp._associated_circular_virus
1692254_1 Lytechinus_variegatus_variable_sea_urchin_associated_circular_virus
1692255_1 Marine_snail_associated_circular_virus
1692256_1 Mytilus_sp._clam_associated_circular_virus
1692257_1 Palaemonetes_intermedius_brackish_grass_shrimp_associated_circular_virus
1692258_1 Palaemonetes_kadiakensis_Mississippi_grass_shrimp_associated_circular_virus
1692259_1 Palaemonetes_sp._common_grass_shrimp_associated_circular_virus
1692260_1 Paramuricea_placomus_associated_circular_virus
1692261_1 Petrochirus_diogenes_giant_hermit_crab_associated_circular_virus
1692262_1 Primnoa_pacifica_coral_associated_circular_virus
1692263_1 Sicyonia_brevirostris_associated_circular_virus
1692501_0 Methylobacterium_sp._ARG-1
1695218_0 Paenibacillus_sp._32O-W
1696094_0 Neisseria_sp._74A18
1697043_0 Bordetella_sp._H567
1697053_0 Oblitimonas_alkaliphila
1697349_1 Scale_drop_disease_virus
1697793_0 Clostridia_bacterium_UC5.1-1E11
1697794_0 Clostridia_bacterium_UC5.1-1D1
1698252_1 Mycobacterium_phage_BrownCNA
1698356_1 Mycobacterium_phage_Phatniss
1698357_1 Mycobacterium_phage_Dante
1698358_1 Mycobacterium_phage_Brusacoram
1698361_1 Arthrobacter_phage_Decurro
1698366_1 Mycobacterium_phage_Chadwick
1698369_1 Lactococcus_phage_GE1
1698421_1 Staphylococcus_phage_phiJB
1698439_1 Acinetobacter_phage_phiAB6
1698441_1 Mycobacterium_phage_Rufus
1698451_1 Bacillus_phage_AvesoBmore
1698709_1 Mycobacterium_phage_Enkosi
1698711_1 Mycobacterium_phage_Lolly9
1698712_1 Mycobacterium_phage_PopTart
1698713_1 Mycobacterium_phage_Seagreen
1698714_1 Mycobacterium_phage_Snenia
1698715_1 Mycobacterium_phage_XFactor
1699094_1 Poecile_atricapillus_GI_tract-associated_gemycircularvirus
1699095_1 Camel_alphacoronavirus
1699621_0 Psychrobacter_sp._P11F6
1699624_0 Psychrobacter_sp._P11G5
1700845_0 Loktanella_sp._1ANDIMAR09
1701257_1 Enterobacter_phage_phiEap-2
1701404_1 Gokushovirinae_GAIR4
1701405_1 Gokushovirinae_GNX3R
1701549_1 Tomato_chlorotic_mottle_Guyane_virus
1701798_1 Arthrobacter_phage_Brent
1701804_1 Klebsiella_phage_vB_Kp1
1701805_1 Klebsiella_phage_Kp2
1701807_1 Acinetobacter_phage_vB_AbaP_PD-6A3
1701808_1 Acinetobacter_phage_vB_AbaP_PD-AB9
1701809_1 Caulobacter_phage_Percy
1701811_1 Streptococcus_phage_phiARI0004
1701812_1 Streptococcus_phage_phiARI0031
1701813_1 Streptococcus_phage_phiARI0131-1
1701814_1 Streptococcus_phage_phiARI0131-2
1701824_1 Streptococcus_phage_phiARI0460-1
1701826_1 Streptococcus_phage_phiARI0462
1701827_1 Streptococcus_phage_phiARI0468-1
1701828_1 Streptococcus_phage_phiARI0468-2
1701830_1 Streptococcus_phage_phiARI0468-4
1701837_1 Streptococcus_phage_phiARI0746
1701842_1 Streptococcus_phage_phiARI0923
1701845_1 Mycobacterium_phage_TheloniousMonk
1701849_1 Mycobacterium_phage_Turj99
1701850_1 Streptococcus_phage_A25
1701851_1 Rhodococcus_phage_CosmicSans
1701853_1 Mycobacterium_phage_Serenity
1702121_1 Atractylodes_mottle_virus
1702170_0 Citrobacter_sp._FDAARGOS_156
1702221_0 Faecalibaculum_rodentium
1702287_0 Negativicoccus_massiliensis
1702325_0 Chelatococcus_sp._CO-6
1703332_0 Lachnospiraceae_bacterium_TF01-11
1703920_0 Streptomyces_sp._CB02488
1703960_0 Rhizobium_sp._N113
1703969_0 Rhizobium_sp._N324
1704044_0 Arthrobacter_sp._ERGS1:01
1704090_1 Human_hepegivirus
1704277_0 Deinococcus_sp._UR1
1704307_0 Candidatus_Xiphinematobacter_sp._Idaho_Grape
1705090_1 Luffa_begomovirus_betasatellite
1705092_1 Ageratum_conyzoides_symptomless_alphasatellite
1705093_1 Mesta_yellow_vein_mosaic_alphasatellite
1705110_0 Bacillus_sp._FJAT-18019
1705388_0 Planktothricoides_sp._SR001
1705394_0 Candidatus_Thioglobus_autotrophicus
1705562_0 Haloarcula_rubripromontorii
1705566_0 Bacillus_sp._FJAT-18017
1705617_0 Capnocytophaga_sp._oral_taxon_323
1707785_0 Massilia_sp._WG5
1708497_1 Poaceae-associated_gemycircularvirus_1
1708572_1 Phopivirus
1708574_1 Mercadeo_virus
1708653_1 Gemycircularvirus_gemy-ch-rat1
1708654_1 Parramatta_River_virus
1708712_1 Rosellinia_necatrix_endornavirus_1
1711684_1 Hot_pepper_alphaendornavirus
1711685_1 Atractylodes_mild_mottle_virus
1712387_1 Binucleate_Rhizoctonia_mitovirus_K1
1712389_1 Tetterwort_vein_chlorosis_virus
1712539_1 Cronobacter_phage_Dev-CD-23823
1712570_1 Kasokero_virus
1712571_1 Keterrah_virus
1712572_1 Yogue_virus
1712654_0 Thermococcus_piezophilus
1712675_0 Turicibacter_sp._H121
1714272_1 Thermus_virus_P23-77
1714273_1 Thermus_virus_IN93
1714344_0 Curvibacter_sp._PAE-UM
1714362_1 Red_clover_powdery_mildew-associated_totivirus_1
1714363_1 Red_clover_powdery_mildew-associated_totivirus_2
1714364_1 Red_clover_powdery_mildew-associated_totivirus_3
1714366_1 Red_clover_powdery_mildew-associated_totivirus_5
1714367_1 Red_clover_powdery_mildew-associated_totivirus_6
1714368_1 Red_clover_powdery_mildew-associated_totivirus_7
1714370_1 Red_clover_powdery_mildew-associated_totivirus_9
1714373_0 Microbacterium_sp._No._7
1714377_1 Bottlenose_dolphin_adenovirus_1
1714621_1 Borna_disease_virus_1
1714622_1 Borna_disease_virus_2
1714833_1 Leucoagaricus_sp._SymC.cos
1715288_1 Canary_bornavirus_1
1715290_1 Canary_bornavirus_2
1715291_1 Canary_bornavirus_3
1715293_1 Aquatic_bird_bornavirus_1
1715295_1 Estrildid_finch_bornavirus_1
1715691_0 Thalassobius_activus
1715693_0 Phaeobacter_sp._CECT_7735
1715778_1 Simian_adenovirus_16
1715806_0 Methanosarcina_flavescens
1715860_0 Staphylococcus_sp._AntiMn-1
1715989_0 Candidatus_Nitrospira_inopinata
1716042_1 Pseudomonas_phage_PaoP5
1718158_1 Enterococcus_phage_IME-EFm5
1718161_1 Paenibacillus_phage_Tripp
1718166_1 Mycobacterium_phage_LadyBird
1718171_1 Mycobacterium_phage_Pari
1718172_1 Mycobacterium_phage_Theia
1718273_1 Pseudomonas_phage_PAE1
1718278_1 Brucella_phage_BiPBO1
1718599_1 Mycobacterium_phage_Archie
1718600_1 Mycobacterium_phage_Mufasa
1718606_1 Escherichia_phage_SUSP1
1718669_1 Escherichia_phage_SUSP2
1719040_1 Soybean_leaf-associated_gemycircularvirus_1
1719047_1 Soybean_leaf-associated_mycoflexivirus_1
1719140_1 Klebsiella_phage_vB_KpnM_KB57
1720300_0 Ruminococcus_sp._AT10
1720309_0 Exaiptasia_pallida
1720313_0 Bittarella_massiliensis
1720315_0 Eggerthellaceae_bacterium_AT8
1720344_0 Psychrobacter_sp._AntiMn-1
1720493_1 Escherichia_phage_slur01
1720494_1 Escherichia_phage_slur02
1720495_1 Escherichia_phage_slur16
1720498_1 Escherichia_phage_slur05
1720526_1 Golden_Marseillevirus
1720595_1 Bellflower_vein_chlorosis_virus
1721090_1 Tasmanian_aquabirnavirus
1721091_0 Chryseobacterium_sp._IHB_B_17019
1723645_0 Rhodococcus_sp._008
1723761_0 Shewanella_sp._P1-14-1
1725329_1 Potato_necrosis_virus
1725411_0 Streptomyces_sp._CdTB01
1727163_0 Algoriphagus_sp._M8-2
1727164_0 Pedobacter_sp._PACM_27299
1727196_0 Methylomonas_sp._DH-1
1728958_1 Escherichia_phage_slur09
1728964_1 Alternaria_arborescens_victorivirus_1
1729141_1 Human_pegivirus_2
1729670_1 Maize-associated_totivirus_1
1729720_0 Salegentibacter_sp._T436
1729724_0 Pseudomonas_sp._TTU2014-080ASC
1729937_1 Pseudomonas_phage_VCM
1732019_0 Xanthomonas_sp._Mitacek01
1732020_0 Arthrobacter_sp._Edens01
1732063_1 Staphylococcus_phage_SPbeta-like
1732064_1 Staphylococcus_phage_StB20-like
1732173_1 Acidianus_bottle-shaped_virus_2
1732174_1 Acidianus_bottle-shaped_virus_3
1732175_1 Acidianus_rod-shaped_virus_2
1732176_1 Hydrogenobaculum_phage_1
1732177_1 Sulfolobus_monocaudavirus_SMV3
1732178_1 Sulfolobus_monocaudavirus_SMV4
1732179_1 Sulfolobales_virus_YNP1
1732180_1 Sulfolobales_Virus_YNP2
1732201_1 Tadarida_brasiliensis_circovirus_1
1734382_1 Bacillus_phage_VMY22
1734441_1 Rat_arterivirus_1
1734441_2 Rat_arterivirus_1
1735466_1 Mycobacterium_phage_Pepe
1735582_1 Acinetobacter_phage_IME200
1735586_1 Pseudomonas_phage_C11
1735591_1 Yersinia_phage_vB_YenP_AP10
1735670_0 Novosphingobium_sp._Leaf2
1735678_0 Sphingomonas_sp._Leaf11
1735683_0 Sphingomonas_sp._Leaf17
1735686_0 Xylophilus_sp._Leaf220
1735688_0 Agromyces_sp._Leaf222
1735693_0 Sphingobium_sp._Leaf26
1735722_1 Haloarcula_californiae_icosahedral_virus_1
1736215_0 Sphingomonas_sp._Leaf33
1736216_0 Sphingomonas_sp._Leaf34
1736225_0 Erwinia_sp._Leaf53
1736245_0 Methylobacterium_sp._Leaf89
1736251_0 Methylobacterium_sp._Leaf99
1736272_0 Massilia_sp._Leaf139
1736273_0 Arthrobacter_sp._Leaf141
1736280_0 Acidovorax_sp._Leaf160
1736289_0 Chryseobacterium_sp._Leaf180
1736291_0 Curtobacterium_sp._Leaf183
1736292_0 Rathayibacter_sp._Leaf185
1736301_0 Sphingomonas_sp._Leaf231
1736307_0 Rhodococcus_sp._Leaf247
1736308_0 Frigoribacterium_sp._Leaf254
1736311_0 Curtobacterium_sp._Leaf261
1736316_0 Pseudorhodoferax_sp._Leaf267
1736318_0 Pseudorhodoferax_sp._Leaf274
1736325_0 Aeromicrobium_sp._Leaf291
1736327_0 Rathayibacter_sp._Leaf296
1736329_0 Frondihabitans_sp._Leaf304
1736331_0 Nocardioides_sp._Leaf307
1736333_0 Plantibacter_sp._Leaf314
1736336_0 Aureimonas_sp._Leaf324
1736341_0 Leifsonia_sp._Leaf336
1736343_0 Sphingomonas_sp._Leaf339
1736345_0 Sphingomonas_sp._Leaf343
1736346_0 Bosea_sp._Leaf344
1736350_0 Sphingomonas_sp._Leaf357
1736351_0 Flavobacterium_sp._Leaf359
1736353_0 Brevundimonas_sp._Leaf363
1736354_0 Geodermatophilus_sp._Leaf369
1736356_0 Modestobacter_sp._Leaf380
1736364_0 Methylobacterium_sp._Leaf399
1736365_0 Ramlibacter_sp._Leaf400
1736366_0 Chryseobacterium_sp._Leaf404
1736370_0 Sphingomonas_sp._Leaf412
1736373_0 Methylophilus_sp._Leaf416
1736378_0 Aurantimonas_sp._Leaf443
1736379_0 Marmoricola_sp._Leaf446
1736381_0 Aureimonas_sp._Leaf454
1736382_0 Methylobacterium_sp._Leaf456
1736390_0 Agromyces_sp._Soil535
1736393_0 Janibacter_sp._Soil728
1736394_0 Knoellia_sp._Soil729
1736397_0 Phycicoccus_sp._Soil748
1736399_0 Tetrasphaera_sp._Soil756
1736402_0 Arthrobacter_sp._Soil763
1736407_0 Frateuria_sp._Soil773
1736408_0 Nocardioides_sp._Soil774
1736410_0 Arthrobacter_sp._Soil782
1736413_0 Nocardioides_sp._Soil797
1736415_0 Phycicoccus_sp._Soil803
1736416_0 Nocardioides_sp._Soil805
1736417_0 Yonghaparkia_sp._Soil809
1736420_0 Aminobacter_sp._Root100
1736426_0 Leifsonia_sp._Root112D2
1736429_0 Rhizobium_sp._Root1212
1736433_0 Rhizobacter_sp._Root1221
1736436_0 Afipia_sp._Root123D2
1736443_0 Brevundimonas_sp._Root1279
1736445_0 Phenylobacterium_sp._Root1290
1736446_0 Leifsonia_sp._Root1293
1736456_0 Rhizobium_sp._Root1334
1736457_0 Mycobacterium_sp._Root135
1736466_0 Pseudolabrys_sp._Root1462
1736469_0 Mesorhizobium_sp._Root1471
1736474_0 Sphingopyxis_sp._Root1497
1736475_0 Nocardioides_sp._Root151
1736477_0 Mesorhizobium_sp._Root157
1736478_0 Microbacterium_sp._Root166
1736483_0 Microbacterium_sp._Root180
1736486_0 Kitasatospora_sp._Root187
1736487_0 Noviherbaspirillum_sp._Root189
1736488_0 Nocardioides_sp._Root190
1736492_0 Acidovorax_sp._Root217
1736496_0 Leifsonia_sp._Root227
1736498_0 Aeromicrobium_sp._Root236
1736501_0 Sphingomonas_sp._Root241
1736504_0 Mycobacterium_sp._Root265
1736511_0 Rhizobacter_sp._Root29
1736524_0 Bosea_sp._Root381
1736525_0 Leifsonia_sp._Root4
1736528_0 Rhizobacter_sp._Root404
1736537_0 Devosia_sp._Root436
1736539_0 Angustibacter_sp._Root456
1736540_0 Aeromicrobium_sp._Root472D3
1736544_0 Bosea_sp._Root483D1
1736549_0 Lysobacter_sp._Root494
1736550_0 Aeromicrobium_sp._Root495
1736553_0 Microbacterium_sp._Root53
1736562_0 Phycicoccus_sp._Root563
1736569_0 Brevundimonas_sp._Root608
1736570_0 Microbacterium_sp._Root61
1736577_0 Rhizobium_sp._Root651
1736580_0 Pelomonas_sp._Root662
1736584_0 Altererythrobacter_sp._Root672
1736586_0 Nocardioides_sp._Root682
1736587_0 Devosia_sp._Root685
1736591_0 Phenylobacterium_sp._Root700
1736600_0 Nocardioides_sp._Root79
1736609_0 Cellulomonas_sp._Root930
1736612_0 Lysobacter_sp._Root96
1736634_1 Torulaspora_delbrueckii_dsRNA_Mbarr-1_killer_virus
1736674_0 Algibacter_alginicilyticus
1736675_0 Devosia_sp._A16
1736759_1 Chayote_yellow_mosaic_Benin_betasatellite
1737458_0 Cebus_capucinus_imitator
1737522_1 Bank_vole_polyomavirus
1737523_1 Common_vole_polyomavirus
1737555_1 Passionfruit_leaf_distortion_virus
1737586_1 Free_State_vervet_virus
1738045_1 Andrographis_yellow_vein_leaf_curl_virus
1739607_1 Lactobacillus_phage_CL1
1739608_1 Lactobacillus_phage_CL2
1739609_1 Lactobacillus_phage_iA2
1739610_1 Lactobacillus_phage_iLp84
1739611_1 Lactobacillus_phage_iLp1308
1739966_1 Mycobacterium_phage_Sparkdehlily
1739967_1 Mycobacterium_phage_Cabrinians
1740090_0 Pedobacter_sp._Hv1
1740162_0 Burkholderia_sp._Bp5365
1740163_0 Burkholderia_sp._Bp7605
1740165_1 Lisianthus_enation_leaf_curl_virus
1740646_1 Beauveria_bassiana_polymycovirus_1
1742359_0 Bacillus_sp._FJAT-25496
1742594_1 Melochia_mosaic_virus
1742595_1 Melochia_yellow_mosaic_virus
1742596_1 Pavonia_yellow_mosaic_virus
1742858_0 Chryseobacterium_sp._JAH
1743016_1 Pseudomonas_phage_vB_PaeS_PM105
1743411_1 Gorilla_anellovirus
1745250_1 Bat_hepatovirus
1745343_1 Pezoloma_ericae
1746030_1 Chicken_sicinivirus_JSY
1746057_1 Beihai_barnacle_viurs_1
1746058_1 Bole_tick_virus_4
1746059_1 Gamboa_mosquito_virus
1746060_1 Sanxia_water_strider_virus_6
1746061_1 Shayang_fly_virus_4
1746062_1 Shayang_spider_virus_4
1746063_1 Shuangao_insect_virus_7
1746064_1 Shuangao_lacewing_virus_2
1746065_1 Tacheng_tick_virus_8
1746066_1 Wenling_shark_virus
1746067_1 Wuhan_aphid_virus_1
1746068_1 Wuhan_aphid_virus_2
1746069_1 Wuhan_centipede_virus
1746070_1 Wuhan_cricket_virus
1746071_1 Wuhan_flea_virus
1746072_1 Xingshan_cricket_virus
1746073_1 Xinzhou_spider_virus_2
1746074_1 Xinzhou_spider_virus_3
1746199_0 Bordetella_sp._N
1747271_1 Propionibacterium_phage_PA1-14
1747282_1 Klebsiella_phage_KpV41
1747287_1 Enterococcus_phage_vB_EfaS_IME198
1747288_1 Enterococcus_phage_vB_EfaP_IME195
1747289_1 Enterococcus_phage_vB_EfaS_IME196
1747326_1 Enterococcus_phage_vB_EfaS_IME197
1747359_1 Cervus_elaphus_papillomavirus_type_2
1747360_1 Pudu_puda_papillomavirus_type_1
1747500_1 Cnidoscolus_mosaic_leaf_deformation_virus
1749259_0 Marinobacter_sp._LQ44
1750561_0 Legionella_saoudiensis
1750590_0 Algoriphagus_resistens
1750712_1 Cnaphalocrocis_medinalis_granulovirus
1750719_0 Kurthia_sp._11kri321
1751286_0 Nostoc_sp._NIES-3756
1751294_0 Streptomyces_sp._4F
1751427_0 Solirubrum_puertoriconensis
1751715_1 Blueberry_fruit_drop_associated_virus
1752063_0 Fischerella_sp._NIES-3754
1752064_0 Leptolyngbya_sp._NIES-3755
1754190_1 Neocallimastix_californiae
1754191_1 Piromyces_finnis
1754192_1 Anaeromyces_robustus
1754217_1 Pseudomonas_phage_phi3
1755198_1 Parthenium_leaf_curl_alphasatellite
1755290_1 Indian_encephalitis_associated_cyclovirus
1755467_1 Penicillium_aurantiogriseum_totivirus_1
1755588_1 Sicinivirus_A
1755590_1 Kunsagivirus_A
1755681_1 Mycobacterium_phage_Iracema64
1755682_1 Streptomyces_phage_phiSAJS1
1755689_1 Pseudomonas_phage_YMC11/02/R656
1755692_1 Pseudomonas_phage_PPPL-1
1755695_1 Escherichia_phage_vB_EcoP_GA2A
1755752_1 Penicillium_aurantiogriseum_fusarivirus_1
1755753_1 Penicillium_aurantiogriseum_foetidus-like_virus
1755754_1 Penicillium_aurantiogriseum_bipartite_virus_1
1755781_1 Penicillium_aurantiogriseum_partiti-like_virus
1755785_1 Pleospora_typhicola_fusarivirus_1
1755792_1 Penicillium_janczewskii_chrysovirus_1
1756157_1 Penicillium_aurantiogriseum_partitivirus_1
1756191_1 Megabat_bufavirus_1
1756444_1 Rabbit_picornavirus
1756445_1 Rattus_norvegicus_papillomavirus_3
1756615_1 Ustilaginoidea_virens_RNA_virus_5
1756832_1 Phasey_bean_mild_yellows_virus
1758139_1 Colombian_potato_soil-borne_virus
1758255_0 Halorubrum_aethiopicum
1758689_0 Serinicoccus_sp._JLT9
1758878_1 Tongilchon_virus_1
1758881_1 Daeseongdong_virus_1
1758882_1 Daeseongdong_virus_2
1758883_1 Imjin_River_virus_1
1759059_0 Caulobacteraceae_bacterium_OTSz_A_272
1759079_0 Sphingopyxis_sp._H073
1759399_0 Streptococcus_sp._A12
1759437_0 Serratia_sp._YD25
1761477_1 Tomato_brown_rugose_fruit_virus
1762023_1 Pan_troglodytes_verus_polyomavirus_8
1762962_0 Mycobacterium_sp._M26
1763507_1 Rat_bufavirus_SY-2015
1763534_0 Flavobacterium_crassostreae
1763535_0 Hydrogenophaga_crassostreae
1763536_0 Thalassotalea_crassostreae
1763538_0 Paenibacillus_crassostreae
1764085_1 Toros_virus
1764086_1 Zerdali_virus
1765055_0 Haloarcula_sp._CBA1127
1765057_0 Halobacterium_sp._CBA1132
1765655_0 Halorubrum_tropicale
1765736_1 Nigrospora_oryzae_victorivirus_1
1765754_1 Camponotus_nipponicus_virus
1766554_1 Swine_enteric_coronavirus
1766557_1 Gallivirus_Pf-CHK1/GV
1766559_1 Avisivirus_Pf-CHK1/AsV
1766620_0 Halothiobacillus_sp._XI15
1766767_1 Alternaria_brassicicola_fusarivirus_1
1766828_1 Turnip_leaf_roll_virus
1768064_1 Tupaia_hepatovirus_A
1768242_0 Paucibacter_sp._KCTC_42545
1768874_1 Sinapis_alba_cryptic_virus_1
1769296_0 Candidatus_Methanomethylophilus_sp._1R26
1769779_0 Microbulbifer_aggregans
1769780_1 Anopheles_C_virus
1770265_1 Alfalfa_enamovirus_1
1770613_1 Thelephora_terrestris_virus_1
1770618_1 Currant_virus_A
1771959_0 Arthrobacter_sp._ATCC_21022
1772218_1 Escherichia_phage_JMPW2
1772219_1 Escherichia_phage_JMPW1
1772258_1 Pavonia_mosaic_virus
1772274_0 Mycobacterium_sp._GA-0227b
1772278_0 Mycobacterium_sp._GA-1331
1772291_1 Arthrobacter_phage_Amigo
1772293_1 Arthrobacter_phage_Bennie
1772294_1 Arthrobacter_phage_CaptnMurica
1772295_1 Arthrobacter_phage_Circum
1772296_1 Arthrobacter_phage_DrRobert
1772297_1 Arthrobacter_phage_Glenn
1772298_1 Arthrobacter_phage_Gordon
1772300_1 Arthrobacter_phage_HunterDalle
1772302_1 Arthrobacter_phage_Jasmine
1772303_1 Arthrobacter_phage_Joann
1772305_1 Arthrobacter_phage_Laroye
1772307_1 Arthrobacter_phage_Martha
1772310_1 Arthrobacter_phage_Preamble
1772311_1 Arthrobacter_phage_Pumancara
1772319_1 Arthrobacter_phage_Tank
1772322_1 Arthrobacter_phage_Wayne
1772326_1 Arthrobacter_phage_Galaxy
1772327_1 Arthrobacter_phage_Jawnski
1772328_1 Arthrobacter_phage_PrincessTrina
1772332_1 Pseudomonas_phage_SM1
1774200_1 Pepper_yellow_leaf_curl_Thailand_virus
1774273_0 Polaribacter_vadi
1774276_1 Hordeum_vulgare_alphaendornavirus
1774743_0 Bacillus_sp._SDLI1
1775140_1 Bacillus_phage_vB_BhaS-171
1775456_1 Colocasia_bobone_disease-associated_virus
1775963_1 Jasmine_virus_T
1776109_1 Goose_dicistrovirus
1776153_1 Diaphorina_citri_densovirus
1776177_1 Cucumis_melo_alphaendornavirus
1776293_1 Bacillus_phage_Eldridge
1776294_0 Nitrosopumilus_sp._Nsub
1776763_1 Actinidia_chlorotic_ringspot-associated_virus
1776868_1 Rusa_timorensis_papillomavirus_type_1
1777015_1 Erysiphe_cichoracearum_alphaendornavirus
1777016_1 Panax_notoginseng_virus_A
1777052_1 Pseudomonas_phage_JBD44
1777053_1 Pseudomonas_phage_JBD69
1777054_1 Pseudomonas_phage_JBD93
1777063_1 Pseudomonas_phage_YMC11/06/C171_PPU_BP
1777064_1 Pseudomonas_phage_YMC11/07/P54_PAE_BP
1777065_1 Pseudomonas_phage_vB_PsyM_KIL1
1777072_1 Pseudomonas_phage_K5
1778262_0 Candidatus_Doolittlea_endobia
1778263_0 Candidatus_Hoaglandella_endobia
1778264_0 Candidatus_Mikella_endobia
1778558_1 Ctenophore-associated_circular_virus_1
1778559_1 Ctenophore-associated_circular_virus_2
1778560_1 Ctenophore-associated_circular_virus_3
1778561_1 Ctenophore-associated_circular_virus_4
1778570_1 Ctenophore-associated_circular_genome_1
1778572_1 Ctenophore-associated_circular_genome_3
1778573_1 Ctenophore-associated_circular_genome_4
1778580_1 Nectarine_marafivirus_M
1779339_1 Apple_necrotic_mosaic_virus
1779340_1 Phomopsis_longicolla_RNA_virus_1
1779714_1 Lycianthes_yellow_mosaic_virus
1780507_1 Myotis_gammaherpesvirus_8
1781241_1 Delisea_pulchra_RNA_virus
1783515_0 Streptomyces_sp._S10(2016)
1784956_1 Mycobacterium_phage_Bactobuster
1784979_1 Xanthomonas_phage_f20-Xaj
1784981_1 Xanthomonas_phage_f30-Xaj
1784982_1 Pseudomonas_phage_O4
1785753_1 Ostreococcus_tauri_virus_OtV5
1785960_1 Ralstonia_phage_RSP15
1785995_0 Gemella_sp._oral_taxon_928
1785996_0 Leptotrichia_sp._oral_taxon_847
1788294_1 Escherichia_phage_LM33_P1
1788301_0 Pseudomonas_versuta
1788309_1 Sclerotinia_sclerotiorum_deltaflexivirus_1
1788315_1 Rat_bocavirus
1788432_1 Bat_mastadenovirus_WIV10
1788433_1 Bat_mastadenovirus_WIV11
1788434_1 Bat_mastadenovirus_WIV12
1788435_1 Bat_mastadenovirus_WIV13
1788436_1 Bat_mastadenovirus_WIV9
1788437_1 Circovirus-like_genome_DCCV-1
1788438_1 Circovirus-like_genome_DCCV-10
1788439_1 Circovirus-like_genome_DCCV-11
1788440_1 Circovirus-like_genome_DCCV-12
1788441_1 Circovirus-like_genome_DCCV-13
1788442_1 Circovirus-like_genome_DCCV-2
1788443_1 Circovirus-like_genome_DCCV-3
1788444_1 Circovirus-like_genome_DCCV-4
1788445_1 Circovirus-like_genome_DCCV-5
1788446_1 Circovirus-like_genome_DCCV-6
1788447_1 Circovirus-like_genome_DCCV-7
1788448_1 Circovirus-like_genome_DCCV-8
1788449_1 Circovirus-like_genome_DCCV-9
1788450_1 Circovirus-like_genome_DHCV-1
1788451_1 Circovirus-like_genome_DHCV-2
1788452_1 Circovirus-like_genome_DHCV-3
1788454_1 Circovirus-like_genome_DHCV-5
1788455_1 Circovirus-like_genome_DHCV-6
1788456_1 Eothenomys_eleusis_hantavirus_FUGV
1789224_0 Acinetobacter_larvae
1789683_1 Kazachstania_saulgeensis
1790137_0 Wenyingzhuangia_fucanilytica
1792032_1 Bacillus_phage_SP-15
1792222_1 Acinetobacter_phage_LZ35
1792245_1 Bacillus_phage_Deep_Blue
